	s1	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s2	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s3	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s4	s40	s41	s42	s43	s44	s45	s46	s47	s48	s5	s6	s7	s8	s9	A	B	C	EC	Pathway_Module
K00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09130 Environmental Information Processing 	B 09132 Signal transduction 	C 04152 AMPK signaling pathway [PATH:ko04152] 	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	M00095 C5 isoprenoid biosynthesis, mevalonate pathway [PATH:map00900 map01100 map01110]
K00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09150 Organismal Systems 	B 09154 Digestive system 	C 04976 Bile secretion [PATH:ko04976] 	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	M00095 C5 isoprenoid biosynthesis, mevalonate pathway [PATH:map00900 map01100 map01110]
K00023	0.0	0.0	0.5741999999999999	0.0	0.0	0.0	0.27	0.15	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.31	0.0	0.0	0.35106382978723405	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5741999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5741999999999999	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] 	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	M00373 Ethylmalonyl pathway [PATH:map00630 map01200 map01120]
K00023	0.0	0.0	0.5741999999999999	0.0	0.0	0.0	0.27	0.15	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.31	0.0	0.0	0.35106382978723405	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5741999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5741999999999999	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00650 Butanoate metabolism [PATH:ko00650] 	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	M00373 Ethylmalonyl pathway [PATH:map00630 map01200 map01120]
K00027	0.0	0.17333333333333334	0.0	0.0	0.0	0.15608108108108107	0.0	0.24	0.20291777188328916	0.20291777188328916	0.09	0.31010498687664045	0.0	0.0	0.15	0.0	0.0	0.21111111111111114	0.0	0.0	0.0	0.15	0.0	0.20291777188328916	0.15	0.15	0.0	0.0	0.0	0.19999999999999998	0.14	0.0	0.17066666666666666	0.18896907216494846	0.0	0.0	0.25	0.0	0.17333333333333334	0.2	0.0	0.08	0.25	0.17333333333333334	0.0	0.196	0.0	0.15608108108108107	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00620 Pyruvate metabolism [PATH:ko00620] 	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	
K00027	0.0	0.17333333333333334	0.0	0.0	0.0	0.15608108108108107	0.0	0.24	0.20291777188328916	0.20291777188328916	0.09	0.31010498687664045	0.0	0.0	0.15	0.0	0.0	0.21111111111111114	0.0	0.0	0.0	0.15	0.0	0.20291777188328916	0.15	0.15	0.0	0.0	0.0	0.19999999999999998	0.14	0.0	0.17066666666666666	0.18896907216494846	0.0	0.0	0.25	0.0	0.17333333333333334	0.2	0.0	0.08	0.25	0.17333333333333334	0.0	0.196	0.0	0.15608108108108107	A09130 Environmental Information Processing 	B 09132 Signal transduction 	C 02020 Two-component system [PATH:ko02020] 	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	
K00029	0.19	0.13	0.29	0.0	0.0	0.15	0.54	0.15	0.0	0.0	0.0	0.0	0.4464705882352941	0.0	0.15	0.0	0.4	0.20555555555555555	0.0	0.31	0.0	0.15	0.505531914893617	0.0	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18399999999999997	0.16	0.1306701030927835	0.18399999999999997	0.0	0.0	0.29	0.13	0.0	0.18399999999999997	0.0	0.0	0.13	0.18399999999999997	0.14	0.29	0.15	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00620 Pyruvate metabolism [PATH:ko00620] 	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	M00169 CAM (Crassulacean acid metabolism), light [PATH:map00620 map00710 map01200 map01100 map01120]
K00029	0.19	0.13	0.29	0.0	0.0	0.15	0.54	0.15	0.0	0.0	0.0	0.0	0.4464705882352941	0.0	0.15	0.0	0.4	0.20555555555555555	0.0	0.31	0.0	0.15	0.505531914893617	0.0	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18399999999999997	0.16	0.1306701030927835	0.18399999999999997	0.0	0.0	0.29	0.13	0.0	0.18399999999999997	0.0	0.0	0.13	0.18399999999999997	0.14	0.29	0.15	A09100 Metabolism 	B 09102 Energy metabolism 	C 00710 Carbon fixation in photosynthetic organisms [PATH:ko00710] 	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	M00169 CAM (Crassulacean acid metabolism), light [PATH:map00620 map00710 map01200 map01100 map01120]
K00030	0.0	0.0	0.3016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3016	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00020 Citrate cycle (TCA cycle) [PATH:ko00020] 	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	M00009 Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
K00031	0.3507692307692308	0.1687719298245614	0.29	0.0	0.0	0.15202702702702703	0.27	0.21	0.17	0.17	0.09	0.1	0.23	0.0	0.15357142857142855	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.15357142857142855	0.6038297872340426	0.17	0.287012987012987	0.15357142857142855	0.4	0.5	0.5	0.15	0.14161787365177197	0.308	0.20266666666666666	0.1320103092783505	0.308	0.52	0.0	0.29	0.1687719298245614	0.2	0.308	0.08	0.0	0.1687719298245614	0.308	0.14	0.29	0.15202702702702703	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00020 Citrate cycle (TCA cycle) [PATH:ko00020] 	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	M00009 Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
K00031	0.3507692307692308	0.1687719298245614	0.29	0.0	0.0	0.15202702702702703	0.27	0.21	0.17	0.17	0.09	0.1	0.23	0.0	0.15357142857142855	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.15357142857142855	0.6038297872340426	0.17	0.287012987012987	0.15357142857142855	0.4	0.5	0.5	0.15	0.14161787365177197	0.308	0.20266666666666666	0.1320103092783505	0.308	0.52	0.0	0.29	0.1687719298245614	0.2	0.308	0.08	0.0	0.1687719298245614	0.308	0.14	0.29	0.15202702702702703	A09100 Metabolism 	B 09102 Energy metabolism 	C 00720 Carbon fixation pathways in prokaryotes [PATH:ko00720] 	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	M00009 Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
K00031	0.3507692307692308	0.1687719298245614	0.29	0.0	0.0	0.15202702702702703	0.27	0.21	0.17	0.17	0.09	0.1	0.23	0.0	0.15357142857142855	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.15357142857142855	0.6038297872340426	0.17	0.287012987012987	0.15357142857142855	0.4	0.5	0.5	0.15	0.14161787365177197	0.308	0.20266666666666666	0.1320103092783505	0.308	0.52	0.0	0.29	0.1687719298245614	0.2	0.308	0.08	0.0	0.1687719298245614	0.308	0.14	0.29	0.15202702702702703	A09100 Metabolism 	B 09106 Metabolism of other amino acids 	C 00480 Glutathione metabolism [PATH:ko00480] 	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	M00009 Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
K00031	0.3507692307692308	0.1687719298245614	0.29	0.0	0.0	0.15202702702702703	0.27	0.21	0.17	0.17	0.09	0.1	0.23	0.0	0.15357142857142855	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.15357142857142855	0.6038297872340426	0.17	0.287012987012987	0.15357142857142855	0.4	0.5	0.5	0.15	0.14161787365177197	0.308	0.20266666666666666	0.1320103092783505	0.308	0.52	0.0	0.29	0.1687719298245614	0.2	0.308	0.08	0.0	0.1687719298245614	0.308	0.14	0.29	0.15202702702702703	A09140 Cellular Processes 	B 09141 Transport and catabolism 	C 04146 Peroxisome [PATH:ko04146] 	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	M00009 Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
K00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00030 Pentose phosphate pathway [PATH:ko00030] 	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	
K00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09106 Metabolism of other amino acids 	C 00480 Glutathione metabolism [PATH:ko00480] 	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	
K00033	0.0	0.26456140350877194	0.58	0.0	0.0	0.2939189189189189	0.72	0.3	0.34811671087533164	0.34811671087533164	0.0	0.39094488188976384	0.5141176470588236	0.0	0.4214285714285714	1.0	0.0	0.3888888888888889	0.0	0.0	0.0	0.4214285714285714	0.0	0.34811671087533164	0.0	0.4214285714285714	0.0	0.9	0.0	0.3	0.2793528505392912	0.26914285714285713	0.3413333333333333	0.258659793814433	0.26914285714285713	1.6735632183908047	0.9	0.58	0.26456140350877194	0.8	0.26914285714285713	0.12444444444444445	0.9	0.26456140350877194	0.26914285714285713	0.28	0.58	0.2939189189189189	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00030 Pentose phosphate pathway [PATH:ko00030] 	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	M00004 Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map00030 map01200 map01100 map01120]
K00033	0.0	0.26456140350877194	0.58	0.0	0.0	0.2939189189189189	0.72	0.3	0.34811671087533164	0.34811671087533164	0.0	0.39094488188976384	0.5141176470588236	0.0	0.4214285714285714	1.0	0.0	0.3888888888888889	0.0	0.0	0.0	0.4214285714285714	0.0	0.34811671087533164	0.0	0.4214285714285714	0.0	0.9	0.0	0.3	0.2793528505392912	0.26914285714285713	0.3413333333333333	0.258659793814433	0.26914285714285713	1.6735632183908047	0.9	0.58	0.26456140350877194	0.8	0.26914285714285713	0.12444444444444445	0.9	0.26456140350877194	0.26914285714285713	0.28	0.58	0.2939189189189189	A09100 Metabolism 	B 09106 Metabolism of other amino acids 	C 00480 Glutathione metabolism [PATH:ko00480] 	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	M00004 Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map00030 map01200 map01100 map01120]
K00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00030 Pentose phosphate pathway [PATH:ko00030] 	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]	
K00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00052 Galactose metabolism [PATH:ko00052] 	gal; D-galactose 1-dehydrogenase [EC:1.1.1.48]	
K00036	0.0	0.23263157894736844	0.5277999999999999	0.0	0.0	0.24527027027027026	0.36	0.27	0.2964102564102564	0.2964102564102564	0.0	0.19973753280839895	0.3652941176470588	0.0	0.30357142857142855	1.0	0.2	0.35000000000000003	0.0	0.42160000000000003	0.0	0.30357142857142855	0.5827659574468086	0.2964102564102564	0.0	0.30357142857142855	0.2	0.6	0.0	0.3	0.2586440677966102	0.5307142857142857	0.22399999999999998	0.22515463917525774	0.5307142857142857	1.6436781609195403	0.5	0.5277999999999999	0.23263157894736844	0.30000000000000004	0.5307142857142857	0.09333333333333334	0.5	0.23263157894736844	0.5307142857142857	0.21000000000000002	0.5277999999999999	0.24527027027027026	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00030 Pentose phosphate pathway [PATH:ko00030] 	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	M00004 Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map00030 map01200 map01100 map01120]
K00036	0.0	0.23263157894736844	0.5277999999999999	0.0	0.0	0.24527027027027026	0.36	0.27	0.2964102564102564	0.2964102564102564	0.0	0.19973753280839895	0.3652941176470588	0.0	0.30357142857142855	1.0	0.2	0.35000000000000003	0.0	0.42160000000000003	0.0	0.30357142857142855	0.5827659574468086	0.2964102564102564	0.0	0.30357142857142855	0.2	0.6	0.0	0.3	0.2586440677966102	0.5307142857142857	0.22399999999999998	0.22515463917525774	0.5307142857142857	1.6436781609195403	0.5	0.5277999999999999	0.23263157894736844	0.30000000000000004	0.5307142857142857	0.09333333333333334	0.5	0.23263157894736844	0.5307142857142857	0.21000000000000002	0.5277999999999999	0.24527027027027026	A09100 Metabolism 	B 09106 Metabolism of other amino acids 	C 00480 Glutathione metabolism [PATH:ko00480] 	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	M00004 Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map00030 map01200 map01100 map01120]
K00036	0.0	0.23263157894736844	0.5277999999999999	0.0	0.0	0.24527027027027026	0.36	0.27	0.2964102564102564	0.2964102564102564	0.0	0.19973753280839895	0.3652941176470588	0.0	0.30357142857142855	1.0	0.2	0.35000000000000003	0.0	0.42160000000000003	0.0	0.30357142857142855	0.5827659574468086	0.2964102564102564	0.0	0.30357142857142855	0.2	0.6	0.0	0.3	0.2586440677966102	0.5307142857142857	0.22399999999999998	0.22515463917525774	0.5307142857142857	1.6436781609195403	0.5	0.5277999999999999	0.23263157894736844	0.30000000000000004	0.5307142857142857	0.09333333333333334	0.5	0.23263157894736844	0.5307142857142857	0.21000000000000002	0.5277999999999999	0.24527027027027026	A09160 Human Diseases 	B 09161 Cancers: Overview 	C 05230 Central carbon metabolism in cancer [PATH:ko05230] 	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	M00004 Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map00030 map01200 map01100 map01120]
K00036	0.0	0.23263157894736844	0.5277999999999999	0.0	0.0	0.24527027027027026	0.36	0.27	0.2964102564102564	0.2964102564102564	0.0	0.19973753280839895	0.3652941176470588	0.0	0.30357142857142855	1.0	0.2	0.35000000000000003	0.0	0.42160000000000003	0.0	0.30357142857142855	0.5827659574468086	0.2964102564102564	0.0	0.30357142857142855	0.2	0.6	0.0	0.3	0.2586440677966102	0.5307142857142857	0.22399999999999998	0.22515463917525774	0.5307142857142857	1.6436781609195403	0.5	0.5277999999999999	0.23263157894736844	0.30000000000000004	0.5307142857142857	0.09333333333333334	0.5	0.23263157894736844	0.5307142857142857	0.21000000000000002	0.5277999999999999	0.24527027027027026	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 04147 Exosome [BR:ko04147] 	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	M00004 Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map00030 map01200 map01100 map01120]
K00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00040 Pentose and glucuronate interconversions [PATH:ko00040] 	rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]	
K00040	0.0	0.2919298245614035	0.0	0.0	0.0	0.2412162162162162	0.36	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.19999999999999998	0.0	0.0	0.2	0.0	0.0	0.0	0.19999999999999998	0.0	0.0	0.0	0.19999999999999998	0.0	0.0	0.0	0.0	0.2040677966101695	0.0	0.0	0.14407216494845362	0.0	0.0	0.0	0.0	0.2919298245614035	0.2	0.0	0.0	0.0	0.2919298245614035	0.0	0.14	0.0	0.2412162162162162	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00040 Pentose and glucuronate interconversions [PATH:ko00040] 	uxuB; fructuronate reductase [EC:1.1.1.57]	M00061 D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P [PATH:map00040 map00030 map01100]
K00041	0.0	0.23719298245614034	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13134020618556702	0.0	0.0	0.0	0.0	0.23719298245614034	0.0	0.0	0.0	0.0	0.23719298245614034	0.0	0.14	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00040 Pentose and glucuronate interconversions [PATH:ko00040] 	uxaB; tagaturonate reductase [EC:1.1.1.58]	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P [PATH:map00040 map00030 map01100]
K00042	0.0	0.16649122807017544	0.0	0.0	0.0	0.15	0.36	0.15	0.0	0.0	0.0	0.0	0.581764705882353	0.0	0.15	0.0	0.2888888888888889	0.0	0.0	0.31	0.0	0.15	0.33	0.0	0.15	0.15	0.2	0.0	0.0	0.0	0.2696456086286595	0.18	0.16	0.13	0.18	0.0	0.0	0.0	0.16649122807017544	0.0	0.18	0.0	0.0	0.16649122807017544	0.18	0.21000000000000002	0.0	0.15	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] 	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	
K00045	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.24352941176470588	0.0	0.0	0.5	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.15	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00051 Fructose and mannose metabolism [PATH:ko00051] 	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]	
K00048	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] 	fucO; lactaldehyde reductase [EC:1.1.1.77]	
K00048	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00640 Propanoate metabolism [PATH:ko00640] 	fucO; lactaldehyde reductase [EC:1.1.1.77]	
K00050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.3788235294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] 	ttuD; hydroxypyruvate reductase [EC:1.1.1.81]	
K00050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.3788235294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00260 Glycine, serine and threonine metabolism [PATH:ko00260] 	ttuD; hydroxypyruvate reductase [EC:1.1.1.81]	
K00052	0.19	0.13228070175438597	0.29	0.0	0.0	0.15	0.27	0.15	0.1703006189213086	0.1703006189213086	0.09	0.10406824146981629	0.23	0.0	0.17500000000000002	0.5	0.4222222222222223	0.2	0.0	0.31	0.0	0.17500000000000002	0.33	0.1703006189213086	0.15	0.17500000000000002	0.2	0.9	0.0	0.15	0.14	0.21514285714285714	0.16	0.1306701030927835	0.21514285714285714	0.52	0.25	0.29	0.13228070175438597	0.2	0.21514285714285714	0.08888888888888889	0.25	0.13228070175438597	0.21514285714285714	0.14	0.29	0.15	A09100 Metabolism 	B 09101 Carbohydrate metabolism 	C 00660 C5-Branched dibasic acid metabolism [PATH:ko00660] 	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	M00535 Isoleucine biosynthesis, pyruvate => 2-oxobutanoate [PATH:map00290 map00660 map01210 map01230 map01100]
K00052	0.19	0.13228070175438597	0.29	0.0	0.0	0.15	0.27	0.15	0.1703006189213086	0.1703006189213086	0.09	0.10406824146981629	0.23	0.0	0.17500000000000002	0.5	0.4222222222222223	0.2	0.0	0.31	0.0	0.17500000000000002	0.33	0.1703006189213086	0.15	0.17500000000000002	0.2	0.9	0.0	0.15	0.14	0.21514285714285714	0.16	0.1306701030927835	0.21514285714285714	0.52	0.25	0.29	0.13228070175438597	0.2	0.21514285714285714	0.08888888888888889	0.25	0.13228070175438597	0.21514285714285714	0.14	0.29	0.15	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290] 	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	M00535 Isoleucine biosynthesis, pyruvate => 2-oxobutanoate [PATH:map00290 map00660 map01210 map01230 map01100]
K00053	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1706012378426172	0.1706012378426172	0.09	0.1688976377952756	0.2570588235294118	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.4493617021276596	0.1706012378426172	0.15	0.15	0.2	0.5	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290] 	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	M00019 Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map00290 map00770 map01210 map01230 map01100 map01110]
K00053	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1706012378426172	0.1706012378426172	0.09	0.1688976377952756	0.2570588235294118	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.4493617021276596	0.1706012378426172	0.15	0.15	0.2	0.5	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00770 Pantothenate and CoA biosynthesis [PATH:ko00770] 	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	M00019 Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map00290 map00770 map01210 map01230 map01100 map01110]
K00057	0.3069230769230769	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.11797900262467192	0.23	0.0	0.15	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.13	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08444444444444445	0.25	0.13	0.18	0.14	0.29	0.15	A09100 Metabolism 	B 09103 Lipid metabolism 	C 00564 Glycerophospholipid metabolism [PATH:ko00564] 	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	
